,content,label
2616,sony m4aqua dung giật lag lắm bạn ạ,negative
2617,Cho e hỏi là giá XE SH Mode giá bn vậy ạ? 0902478749,neutral
2618,kiểu này không đấu lại galaxy s7 rồi,negative
2619,Mặt sau giống m7 mặt trước giống A9 - nản luôn=)))),negative
2620,xe này trắc mạ vàng :3 . Chi tiết: http://www.videohaihuoc.biz/tag/can-canh-Exciter-150-do-200-trieu-cua-cuong-dola/,neutral
2621,"Mua sữa bột cho bé 0-6 tháng của Vinamilk ấy bạn, pha nước ấm và cho bé ăn. Bé phải ăn nhiều bưa, mỗi bữa 1 chút nha bạn",neutral
2622,VỚI sự tài trợ của nhãn hàng kotex,neutral
2623,"Thiết kế khỏi bàn, cầm trên tay mới thấy đẹp. Máy e màu indigo, nam tính lắm. Còn vụ camera thì tùy vào tay ng chụp. E k rành mấy vụ chụp hình lắm",positive
2624,Exciter 150 có bán trả góp không nhỉ,neutral
2625,Ủa mn chê chứ dvu của VNPT mình thấy ổn mà =)))) ng ta tới sửa còn cho cả sđt riêng để k cần ll lên tổng đài đỡ mất time của m nữa cơ =)) báo hỏng sáng tầm 1 2 tiếng sau là có ng tới sửa liền. Còn việc chặn thì đúng là ghẻ vãi =))) đôi lúc mạng cũng chập chờn nữa,mix
2626,"^_^ E k làm ở Nestle nhưng công ty e chung lầu 5 chị ạ. "" chạm trán "" ở đây là ở thang máy đó c ^^",neutral
2627,"Mình cũng có 1 cái của tàu khựa, góc rộng thế này và chụp lên cũng bị mờ hơn như vậy. Chụp đêm còn khó hơn nữa",negative
2628,"Ngày 23/01/2015, Công ty Vietfoods đã Gửi tặng Chùa Bồ Đề Hải Phòng 250 xuất kẹo sâm dẻo GinA - để chùa tặng quà cho các em nhỏ có hoàn cảnh khó khăn. . Hy vọng chút quà này sẽ làm các em vui, đồng thời cũng mong các nhà hảo tâm cùng Vietfoods chung tay giúp đỡ các bé.",positive
2629,"LỚP HỌC TIỀN SẢN MIỄN PHÍ NGÀY 10/10/2015 . Nối tiếp thành công của những lớp học tiền sản trước vào 08h30 sáng ngày 10/10/2015, Bệnh viện Đa khoa Hồng Ngọc kết hợp cùng hãng Hipp, JOHNSON & JOHNSON, NUK & BUBCHEN, VIETCARE, Nestle,ABBOTT & Hãng Mamanbebe tổ chức lớp học tiền sản miễn phí với chủ đề “CÙNG MẸ CHÀO ĐÓN BÉ YÊU“tại tầng 4 Bệnh Viện Đa Khoa Hồng Ngọc, địa chỉ 55 Yên Ninh, Ba Đình, Hà Nội. . Chi tiết xem tại link: http://hongngochospital.vn/lop-hoc-tien-san-mien-phi/",positive
2630,Luôn luôn tin sản phẩm của Vietfoods ạ,positive
2631,Nói thật là mình thấy iphone vẫn trên cơ,positive
2632,Công nhận máy của Fu thiết kế vô đối,positive
2633,"Kotex với ""Bí kíp chặn đứng 7 nguyên nhân gây tràn băng"" xuất hiện ở giây 24 trong đoạn clip.",positive
2634,"Dạy con gái, vợ đại gia kim cương đồng thời ""vỗ mặt"" Hồ Ngọc Hà?????",negative
2635,Nguyễn Cao Kỳ Duyên 0250090070 . 02-Đh qtth1. Mình học cả 2 môn nha,neutral
2636,Rồng Đỏ - Thomas Harris... Nói tới đó chắc không cần phải kể nội dung đâu nhỉ =)),neutral
2637,Muốn đi Cô Tô một chuyến. Mà chưa ai đi cùng...huhuhu... Ai muốn đi alo nhé,negative
2638,@thuy linh pham ctr gia đình Nestle dạy nấu ăn đó,neutral
2639,"Cấu hình này mà pin 1800 thì xin thưa, điện thoại đi tới đâu sạc theo tới đó, tiền nào của đó ko có chuyện rẽ đẹp bền cho bn xài đâu nha.",negative
2640,:v đếu hiểu sao Exciter nó có cái gì mà mấy thím nam nữ đều thích nhỉ :v,negative
2641,Công nhận con này pin khoẻ thật,positive
2642,Có. Sự kiện nào của VPBank cũng khiến mọi người phải mong đợi. Số 79,positive
2643,Day la dt ma toi cho doi,positive
2644,Nguyễn Tỉnh hơn cả Cô Tô nhé 👍,positive
2645,Kat Kit Nestle Bánh bao ngon thế này mà éo mang sang đc,mix
2646,M.n trong nhóm ai đã từng đi Sầm Sơn cho em chút kinh nghiệm với ạ😀😀😀,neutral
2647,"Hoa hậu Nguyễn Cao Kỳ Duyên trưởng thành nhanh chóng, cô ngày càng chuyên nghiệp khi tạo dáng, và xinh đẹp hơn sau khi đăng quang.",positive
2648,troi oi cemara vẫn lồi,negative
2649,Máy lock Viettel có k ad. Tức là k cần sim ghép ý. Nó là bản quyền của vt,neutral
2650,cho hoi xe SH Mode 2016 gia bao nhieu,neutral
2651,Cảm ơn bạn đã luôn quan tâm và đóng góp ý kiến để Viettel phát triển hơn.,positive
2652,Video Clip hướng dẫn sử dụng băng vệ sinh Kotex là hơi bị hiếm đó nha ☺,neutral
2653,Shop&Go - Ưu đã lớn áp dụng khi mua Dầu Gội Clear Men MÁT LẠNH BẠC HÀ 180.,positive
2654,Sự thật đằng sau bức tâm thư Cường Đô la gửi Hồ Ngọc Hà :O null,neutral
2655,Nguyễn Cao Kỳ Duyên đẹp lắm. Chúc em luôn thành công nhé,positive
2656,Chuc mung mang VNPT vinaphone nghe an rat tot nke va chanh chong co mang 4G nk,positive
2657,"Đổi title bài này : . Tạ Bích Loan câu like cho "" 60 Phút Mở "" bằng cách PR cho PA . vốn dĩ kịch bản như vậy .",neutral
2658,iphone pin đã ko đạt chuẩn còn thêm cái quạt nữa.,negative
2659,"Dư luận đang xôn xao việc MC Phan Anh bị đấu tố .. Sự thật bất ngờ vừa được chính Phan Anh lên tiếng.. những đoạn cắt! không như dư luận đang 😱 ""Xin vui lòng tôn trọng những ý kiến khác biệt! Hãy trao đổi một cách bình tĩnh, văn hoá. Họ trong đời sống đều là người tôi quý mến và ngược lại tôi tin không có thù ghét gì tôi cả...""",mix
2660,"mua hàng mà mua nhiêu với mua mắc thì mình nghĩ bạn nên chọn hãng uy tín và dịch vụ bảo hành tốt một chút. Hàng điện tử mà, đâu có ai biết được. Mùa hàng sam sung thì yên tâm hơn. còn kết hợp loa và tivi cong của sam sung nghe hay đó",neutral
2661,"Bác phải thưởng thức qua cái đã, đừng thấy dáng loa samsung gọn gọn khinh thường :))",negative
2662,Galaxy và Note đang lên ngôi. Từ khi chuyển qua xài Samsung rất hài lòng.,positive
2663,màu vẫn hơi kém sắc nhỉ,negative
2664,TÉ RA CHỈ BÁN TRONG NƯỚC. MÀ GIÁ 1 TRIỆU ĐÔNG THÌ CHƯNG NÀO VỀ VN HỞ BÁC?,neutral
2665,"***Các lỗi nên biết khi sử dụng xe tay ga có hệ thống phun xăng điện tử*** . . 👌 Bạn đang sử dụng xe tay ga có hệ thống phun xăng điện tử Fi: AirBlade, SHVN, CLICK, SH Mode..v.v... . . Hãy đọc bài viết này để chăm sóc chiếc xe của bạn. . . http://scootervietnam.vn/1887/loi-ve-cam-bien-va-he-thong-phun-xang.html",neutral
2666,Ngon-Bổ-Rẻ. Làm 1 cái mới được !,positive
2667,ad cho hỏi tết năm nay Nestle có ch tr tặng ống heo phát lộc khi mua sản phẩm của Nestle ko vậy?,neutral
2668,giá cao quá,negative
2669,Chào Vy Nestle - Xin lỗi đã làm phiền ..... Ngày nay mới onl đã thấy chục cái chào kiểu bán sim này rồi 😂,negative
2670,"Bạn nói giảm điểm phát sáng có nghĩa là tăng ""điểm chết"" trên màn hình chứ gì? Nghe không hợp lý lắm. Số điểm phát sáng vật lý vẫn không thay đổi. Giảm độ phân giải giống hệt như trên máy tính. Có nghĩa khi đó nhiều điểm sáng gần nhau tạo thành 1 điểm ảnh, giống như khi bạn phóng to hết cỡ 1 hình trên photoshop. Các điểm ảnh mà CPU quản lý lúc đó ít hơn do đó ít tốn pin hơn.",neutral
2671,"Hồ Ngọc Hà gánh cả chương trình . Các hlv tung hứng ko dấp dẫn vì đẳng cấp quá chênh lệch nên khó tung hứng . Phải cùng đẳng cấp cỡ Hà Anh, Xuân Lan, Thanh Hằng or Hòang Yến thì tung hứng với Hà mới thuyết phục.",mix
2672,Cài ngay #Mola để kiếm cái thẻ điện thoại. . Viettel sắp khuyồi :*,positive
2673,"Dù biết thức uống nào cũng ko tránh khỏi ko an toàn nhưng c2,Rồng Đỏ, sting...nó chỉ là hóa chất hòa với nc và chất bảo quản thôi...",negative
2674,2 chữ ( vợ chồng ) có ý nghĩa như vầy nhung có nhieu nguoi lai ko hieu dc . Đạt Exciter,negative
2675,Kẻ tám lạng người nửa cân... Xem ra Hồ Ngọc Hà cũng khéo chọn chứ nhỉ !,positive
2676,6GB cũng chỉ bằng iPhone 2GB mà thôi.Nhưng theo thời gian e Ram 6GB cũng chậm dần đều!:)),negative
2677,ko tin tưởng gì nhìu,negative
2678,"Không hề bạn ak, mình mới cắm sạc đêm qua sau khoảng 14 ngày chiến đấu, sử dụng hầu như liên tục. Phải công nhận con này pin trâu thật",neutral
2679,"Mới nhờ ông Sếp hỏi dùm con F-04G này, giá 9man, mua xong chờ 6 tháng sau chính chủ mới unlock được. Giá này chát quá, đợi thời gian nữa xem sao.",negative
2680,"m mình ko sài đc Clear hay các sp trị gàu thông thường. vì tóc m là tóc nhuộm, gội sẽ sở hỏng hết tóc. . nên hỏi xem có típ sài thử hăm để mua về dùng, vì lở mua mà dùng hăm hợp phí tiền lắm :T",neutral
2681,gọi cho bên VNPT nhờ hỗ trợ,neutral
2682,Gia xuất xưởng cũng như tổng chi phí lắp ráp linh kiện con máy bạn nói chưa tới 350$ đâu. Hãng bán lời rất cao. Còn con HP này thực tế chỉ mất 80$ toàn bộ thôi. Mà đúng là bỏ 80$ ra ko thể mua dc 1 con lap viền mỏng dc. Phải chờ thêm 1 tg nữa,neutral
2683,Mua sách à...thé mà cứ tưởng mua Kotex j chớ...làm gê thế,neutral
2684,"Shop cho e hỏi giá của bộ team Exciter 150cc - 002 là bao nhiêu vậy ạ ,ib e nhé",neutral
2685,"Nhà mình thích nhất là bộ bữa sáng TƯƠI KHOẺ của Gia Đình Nestlé? ^_^ . . Vậy là chắc chắn cả nhà sẽ luôn đầy đủ năng lượng để mua sắm thoả thích cùng phiếu mua hàng trị giá 2,500,000đ khi thắng giải tuần tại đây bit.ly/Chon-bua-sang-Nestle-moi-sang-Tuoi rồi đấy! . . #chonbuasangNestle #moisangTuoi",positive
2686,Teambuilding trên bãi biển Sơn Hào của nhà hàng Lý Club. Hy vọng đoàn Lý Club đã có 1 chuyến đi vui vẻ và năm sau hẹn gặp lại đoàn mình ở Cô Tô như đã hứa...,positive
2687,Để mình thử cập nhật xme sao tại đang dùng 10.10.5 ??? Mình mới từ win chuyển sang mac. Lúc đầu cũng tính mua con magic mouse nhưng cầm nó bé quá nên chuyển sang con MX này .....,neutral
2688,"Cùng với nhiều người nổi tiếng khác, các người đẹp thay nhau xuất hiện tại các địa điểm bán dưa ủng hộ đồng bào lũ lụt. Trong đó nổi bật là Hoa hậu Nguyễn Cao Kỳ Duyên và Top 25 Hoa hậu Thế giới 2014 Nguyễn Thị Loan. Nếu như hình ảnh mộc mạc, chân phương và quá trình làm việc tích cực của Nguyễn Thị Loan được công chúng hết lời khen ngợi thì cùng một hoạt động, Hoa hậu Nguyễn Cao Kỳ Duyên lại bị nhận vô số lời chỉ trích.",positive
2689,kotex cho em hỏj dùng loạj bvs nào an toàn nhất,neutral
2690,"Quá tuyệt vời, không thể tin được.",positive
2691,Ôi chết rồi chưa bữa cứ uống C2 với Rồng Đỏ,negative
2692,"Winphone cũng là lựa chọn tốt cho tính ổn định, an toàn và hiệu suất cao.",positive
2693,Nước ảnh này chụp còn ngon hơn cả s7(e),positive
2694,"Lấy 2 dòng này ss hơi khập khiểng nhĩ! LG G4 hơn về mọi thứ, trừ dung lượng pin có vẻ không bằng thôi.",neutral
2695,"Android là một hđh mở, nó gần như miễn phí cho các nhà sản xuất phần cứng. Không hiểu gì về android thì đừng tỏ ra nguy hiểm. Chính sự phát triển của android mà thế giới gần như bằng 1 cái màn hình smartphone.",positive
2696,Thế mà 60 Phút Mở lại nói từ thiện để làm gì.... người ta ko nhận đồ từ thiện vì sợ áo quần đánh mất bản sắc văn hóa dt. Mịa nó cái thằng phát ngôn nó ấu trĩ gì đâu. Sao mày ko.mặc áo dài khăn đống để mà giữ gìn vhdt vn.,negative
2697,"Đáng đồng tiền bát gạo quá. Đang dùng redmi note 3 tầm trung đã thấy xiaomi tốt thế nào. Giá mà Vn có 1 tập đoàn công nghệ như xiaomi, sản phẩm ngon, bổ, rẻ",positive
2698,Em này tầm 4m thì may còn có người mua. Nếu dân yêu BlackBerry thì em này ko có cửa. Còn dân công nghệ chắc ko chọn em này. Thật tiếc vì BlackBerry đã đi sai làn đường.,negative
2699,Exciter 150 dán tem Chrome nổi bật. . Decal Chrome hiện đang có nhiều màu cho ace lựa chọn nhé.,positive
2700,"mình muốn tham khảo về xe hơi, vì mình muốn mua xe về để chạy Uber nhưng chưa biết điều kiện như thế nao?",neutral
2701,tưởng thế nào thôi mua 6s là dc ồi camera vẩn như xưa,negative
2702,"SH Mode kìa, cgai 1.65m là cao rồi.",neutral
2703,hôm qua trên đường đi về nhà mình có nhặt được một con mèo . chổ trước ngân hàng VPBank .ai có thất lạc thì nhận lại or có ai bảo trợ giúp e với. vì e đi làm cả ngày không ai chăm sóc nó,neutral
2704,"Nestle VN đúng một năm trước, rất ấn tượng với tinh thần đoàn kết, kỷ luật và chịu chơi của các ACE, thật tuyệt vời!",positive
2705,Trời hôm nay đẹp nầy rất thích hợp để đi tắm biển ngắm... ? 😂😂 -- chiều ai đi Sầm Sơn tắm biển không Cmt vào tus này đi ‪#‎sỹ‬ đón đi luôn nào 😜😜 --- bãi biển Sầm Sơn lẹt gô 😘😘,positive
2706,Xấu k thể tả hết,negative
2707,"Chủ yếu các chức năng hoa lá cành, show hàng là chính. Nhất là những app như trình diễn PPT bằng cái đồng hồ bé tí, pin yếu. Nhiều chức năng khác thì dùng luôn trên iphone hay ipad cho hiệu quả cao hơn, lại đỡ phải đeo thêm 1 thiết bị điện tử luôn blutooth phải bật.",negative
2708,"Màn hình SS rất tệ, vừa hết bảo hành là bị sọc ngang (hư ic chỉnh quét ngang) không thể sửa được. Thay màn hình gần giá nguyên chiếc. Nản! Rất nhiều người mua bị như vậy.",negative
2709,Vẻ hoang sơ yên bình của Cô Tô sẽ khiến bạn khó quên khi đặt chân tới.#hanoietoco,positive
2710,"""Lần đầu thử sức với vai trò diễn viên điện ảnh nhưng nữ MC hải ngoại Nguyễn Cao Kỳ Duyên đã bộc lộ khả năng nhập vai và diễn xuất khá tốt. ... Hóa trang cho xấu, tập cách đi đứng, quẩy gánh và ánh mắt e thẹn khi bưng chén tàu hũ, không thể phủ nhận sự cố gắng của Nguyễn Cao Kỳ Duyên khi dám xấu, dám khổ và khổ hoàn toàn khi nhập vai."" . NỮ ĐẠI GIA - Đang chiếu tại Trung tâm Chiếu phim Quốc gia . http://tiepthigiadinh.sunflower.vn/phim-nu-dai-gia-ky-duyen-va-suc-manh-cua-tinh-mau-tu/",positive
2711,"vãi cả cấu hình, giá mà đẹp nữa thì...... :X. cái khoảng chống nước là khoái rồi kaka",positive
2712,"Hóng ngày kết thúc game, xem mình có may mắn nhận được 1 hộp Nestle KOKO KRUNCH không hihi",neutral
2713,"Vừa chơi vui lại còn có quà, cùng giải nhiệt mùa hè này với trà mát lạnh của Nestle nào các bạn ơi Ô Hô Ai Tai, Nhung Tuyet, Huong Nguyen",positive
2714,Exciter 150 TK Racing ... Siêu phẩm đánh dấu sự hợp tác giữa xưởng sơn AirbrushMiracle & Siêu Tốc Độ. <3,positive
2715,0968856213 số 91 đường bà triệu phường bắc sơn thị xã Sầm Sơn tỉnh thanh hoá,neutral
2716,Nếu không căn màu 1 chút thì khó ra được màu xanh trời thế kia.,neutral
2717,Dàn loa của ip7 pro sẽ rất tuyệt đấy .,positive
2718,"Khá sáng tạo , nhưng nhìn diễn viên China quá không thích ( Vì Viettel là Quân Đội VN )",mix
2719,"Nếu bán ở vn mua 5 chiếc, giá k thể tin nổi",positive
2720,Nhìn còn xấu hơn cả tuyệt phẩm thiết kế G5. :))),negative
2721,Hè này ai về quê e chơi . . Làm chuyến Cô Tô lên lịch triển khai thôi các chế. Lung linh là đi luôn,positive
2722,"Gửi Kotex, mình xác nhận đã gửi thông tin cá nhân của mình cho Kotex với email là luongduyentm@gmail.com",neutral
2723,"Thực sự mình quá thất vọng về mạng WF của VNPT, hết chu kỳ này ko dùng nữa. Mạng quá chậm, lag, có cái fb 15p không load đc",negative
2724,Mình thích nhất camera. Quá tốt....,positive
2725,"Mobi star 550 ngàn, pin 1 lần sạc dùng 1 tuần, nghe gọi nhắn tin rất tuyệt. Không nên dùng ĐT đắt tiền vì lãng phí.Nếu muốn đọc báo , chat mạng thì sắm thêm máy tính bảng để khỏi đau mắt.Thân !",neutral
2726,"Có sim Viettel nào tứ quý, ngũ quý giá dưới ko? Uu tiên số 5,6,7",neutral
2727,"Sẽ có thêm rất nhiều sinh viên, học sinh đam mê công nghệ mua Bphone, nếu Bphone có 1 chiếc tầm trung ( 3-6 triệu đồng ), vì kinh phí nên không phati ai đam mê cũng mua được. :) . Mình ủng hộ hàng việt, nếu đủ tiền mình cũng muốn trải nghiệm Bphone",positive
2728,"Sữa tươi ngon, chất lượng hàng đầu, các bạn nhà ta lại tha hồ mà uống Vinamilk",positive
2729,"Qihoo 360 Total Security là spam của china nha bạn, nên gỡ gấp và tốt nhất nên cài lại windows, rất nhiều cmt của người dùng nc ngoài bảo là phần mềm ấy có spy",negative
2730,"Cùng kotex nối vòng bảo vệ bạn gái , nhờ kotex mình tự tin diện đầm xinh . #CungKotexNoiVongBaoVeBanGai",positive
2731,- Cmt số điện thoại tí nhắn tin chúc ngủ ngon 👌😂💤💤 Viettel nha 👌👌,neutral
2732,Kotex cái đm ad :)),negative
2733,do mình không có mắt tinh hoa hay sao. nhìn thấy mà ghê,negative
2734,"Chúc mừng 10 bạn đã may mắn sẽ nhận được phần quà là 01 thẻ cào điện thoại trị giá 200,000đ trong thử thách GAME VUI CUỐI TUẦN ngày 09/01/2016 tại https://goo.gl/5UkyJL . Các bạn nhanh tay inbox thông tin gồm: Họ tên, Địa chỉ, Số điện thoại nhận giải trước ngày 22/01/2016 để Vinamilk gửi quà nhé!",positive
2735,- Kích thích qá =))),positive
2736,"Đang dùng máy cái dt củ làm camera quan sát ở nhà, mà góc quay khá hẹp,có e này cứu cánh thì ngon .",positive
2737,"Mặt nạ , áo , xe SHi, Vision, SH Mode cho mọi người trang trí cho chiếc xe của mình mặt nạ xe 350 ngàn 1 cái bán lẽ ,có giá sỉ cho các bạn muốn kinh doanh tại tỉnh mình liên hệ 0971522548 chúc các bạn 1 ngày vui vẻ",neutral
2738,set Rồng Đỏ hoàng kim nhé AD chao quà đi :)),neutral
2739,Theo mấy thím thì qc Kotex khoe cái j ta =3 ( cấm não đen ) . #Noriki,neutral
2740,Dự là sắp có thất võ vkl với bọn Kotex này,negative
2741,VNPT trà vinh đã từng đến,neutral
2742,"em thấy chất lượng máy khá tốt, nếu không tính hạn chế về khóa mạng",positive
2743,Note 3 của mình còn chưa chịu hóng đây nè. Nhưng chắc chắn sẽ lên Note 7 thôi,positive
2744,"Mình thấy hok đẹp, cam phía sau lồi ra, viền dày giá lại cao. Nếu giá như vậy tôi sẽ lựa chọn sản phẩm khác.",negative
2745,Em tốt nghiệp tài chính ngân hàng...,neutral
2746,wp đối với mình rất ok !,positive
2747,Mình cũng thích màn hình thẳng hơn và thích pin rời dù biết pin gắn trong sẽ làm máy đẹp hơn,neutral
2748,Mặc dù đã lặng lẽ chia tay được hơn 2 năm nhưng Cường Đô La và Hồ Ngọc Hà vẫn giữ mối quan hệ bạn bè.,positive
2749,MC Nguyễn Cao Kỳ Duyên nói gì về dự án golden Bay - Cam Ranh? . . Liên hệ với chúng tôi để tìm hiểu và tham quan dự án: 0902946196 PKD Hưng Thịnh.,neutral
2750,Dear Anh/Chị. Hiện nay chúng tôi đang cần tuyển dụng nhân sự bổ sung vị trí như sao :. Nhân viên tư vấn cho vay tiêu dùng của vpbank : (Sales ). Số lượng 30 nhân viên .,neutral
2751,Ko co gi thay doi các chang trai thAnh nam lai co tran thang trước Viettel la 2-1,neutral
2752,Sao mình nhập mã ưu đãi Uber lại k được ad ơi ?,negative
2753,"ngon. chả nhớ đang dùng 1 em, vẫn tốt",positive
2754,Dự là hãng banh dai sẽ giúp cho các nhà sx như diana kotex mì gói thêm thu nhập,positive
2755,Kotex xin hân hạnh là nhà tài trợ chính cho game của Soha,negative
2756,"Chào Bạn, . Hiện tại bạn mua bất cứ sản phẩm nào (trừ Sạc dự phòng Yoobao 10000mAh, 20000mAh, Ổ cứng ngoài HDD Transcend 1TB và các loại tương đương, máy đổi trả + xả hàng), bạn sẽ có cơ hội trúng: 10 xe máy SH Mode, 10 xe máy Honda AirBlade, 10 xe máy Honda Wave, 100 TV, 100 tủ lạnh, 20 laptop, 20 smartphone và hàng nghìn phiếu mua hàng trị giá 500.000 đồng, phiếu mua sạc dự phòng trị giá 200.000 đồng bạn nha. . Bạn đang quan tâm sản phẩm nào vậy ạ?",neutral
2757,team nay ko co chu Exciter hay 135 ta,neutral
2758,"xấu và yếu thậm tệ, nói chung là thảm họa, chúc cty oppo VN mau đóng cửa",negative
2759,"Dù ra sao vẫn trung thành với Apple,Sang Trọng - Đẳng Cắp - Tinh Tế,ít xảy ra lỗi,dễ sử dụng.Ảnh hưởng lớn với xã hội.",positive
2760,"SH Mode . xe mới mua, do không thích biển số bốc được nên muốn bán. Bác nào thực sự quan tâm ib giúp e. không thì cho e xin 1 ""thích"" cho bài đỡ lăn. Tks all",neutral
2761,Quảng cáo cho TH True Milk.:),neutral
2762,Từ ngày gia nhập vào Gia Đình Nestle mình đã học được nhiều kinh nghiệm nấu ăn ngon nè.,positive
2763,cái băng kotex đã làm lu mờ rùa ni :3,neutral
2764,Xin chổng mông cúi lạy mấy ông tiến sỹ 60 Phút Mở. Phải sống đã ông tiến sỹ ạ,negative
2765,Giá đó mua 6plus ngon hơn.có những đứa bị điên mới mua 5SE,mix
2766,"tăng cường bảo mật truy cập từ bên ngoài (pass, vân tay, mống mắt, giọng nói) sẽ chỉ là 1 chức năng bổ sung nhằm tạo sự khác biệt trong marketing thôi vì bảo mật từ bên trong của Android còn quá kém. Chưa nói đến hack j cao siêu, malware, spyware, adware,... cũng không chống được. Cảnh giác nhưng do không chặn được pop-up nên ng dùng chỉ cần sơ ý bấm fải là dính. Kết quả là người dùng sau 1 thời gian là máy bị chậm do tài nguyên bị chiếm nhiều. Hard reset nhiều khi chả ăn thua do nó chui vào đâu đó trong root. Có lẽ tiếp theo, về marketing, các nhà sx đt trên nền Android nên tập trung vào cái này và quảng bá. Dùng android nhiều năm và h chuyển qua Ios cảm thấy thích nhất khoảng này.",mix
2767,E k có ảnh làm sao để tạo dc clip đây ạ Nestle?,neutral
2768,dạo này mình kém may vs Nestle quá :'( dạo này tên ko đc xướng lên ở chỗ nào :'(,negative
2769,Nhanh toàn quốc evn mấy VNPT đi Ví MoMo ơi,neutral
2770,"Muốn đổi sang f50 Rồng Đỏ hoặc dòng nike, shop hoặc ae nào có cmt nhé. Giày mới đẹp hơn, mình trả thêm tiền.",neutral
2771,"Từ khi nghe tin mẹ mình bị loãng xương thì mình đã tin dùng kotex , để có thể tự tin khoe xương chắc khỏe =))) :v :3",positive
2772,"RỘN RÀNG ĐÓN THÁNG 5 SANG! . Thàng 5 này, hãy bùng nổ với những món quà bất ngờ MUA HÀNG VNPT mang đến cho bạn. Các bạn tại Hà Nội và TP Hồ Chí Minh đâu rồi nhỉ? Cùng hồi hộp chờ đón những niềm vui đặc biệt này nhé!",positive
2773,Chưa e ơi. . Tình yêu của anh lại phượt Sầm Sơn nữa roài. Tối mai mới về cơ,neutral
2774,Huhu MiTV 60inch về rùi Trời ơi TV gì mà nét như Sony mỏng hơn Kotex thế này Vừa rẻ vừa bảo hành chính hãng,positive
2775,Ghé thăm Trang trại bò sữa Vinamilk Tây Ninh...,neutral
2776,xài 4 5 hãng trên thị trường rồi và cuối cùng dừng bước với cháu anker do cháu sạc lẹ nhất,positive
2777,Động lực nào cho VNM trong phiên hôm qua? Vẫn là bài “nới room” – được một chuyên gia nhận xét rằng “dù cứ xào đi xào lại thì vẫn kéo được thị trường”. . #CafeF #Vinamilk #VNM #News,neutral
2778,"Dầu gội Clear Usa dòng liệu pháp giúp tóc chắc khỏe bóng đẹp Scalp & Hair Beauty Therapy với chiết xuất từ Nutrium 10 cho mái tóc đẹp hoàn hảo chai 647ml giá 295k . Dưỡng tóc đẹp toàn diện, dành cho mọi loại tóc. . Hàng Mỹ, Made in Usa",positive
2779,"mới ra mầu hồng cũng nói xấu nữ tính thế này thế kia ,nhưng nó vẫn thành công ,thay đổi icon từ 3d thành phẳng cũng nói xấu ,nhưng rồi giờ lại thấy đẹp ,đúng là mấy thánh ,chắc gì đã dùng iphone mà phán",negative
2780,"Hỏi thí ko phải , sao càng ngày cái cằm nó càng nhọn thế kia vậy Hoa hậu Nguyễn Cao Kỳ Duyên",neutral
2781,"Giao lưu Exciter 150 với fz, bạn nào có như cầu ib nhé! Exciter 150 mới mua gần 2 tháng",neutral
2782,"Cái này nên mua, đẹp quá. Giải trí tốt, làm việc nhẹ được, đúng phong cách quý tộc. Cái này dành cho sếp, nhân viên thường phải làm việc thường xuyên thì phải dùng Win cho bỗ bã.",positive
2783,"Mình có 1 cặp 3gs 8g, một em ip4, 1 em 2g len hinh nhung kg vuot dc, đang để ngắm chơi, nhưng phải công nhận các em vẫn chạy tôt. Hihi",positive
2784,"Công nghệ của SS thật tuyệt, biết lắng nghe, học hỏi và bứt phá trước đối thủ! Tôi kính trọng SS",positive
2785,"Đẹp, màu đen sang trọng!",positive
2786,Thich gamemini kieu nay cua Gia Dinh Nestle lam' lam'♥,positive
2787,"nó chỉ đen, dây nó colorful lắm bác ạ",neutral
2788,e quỳnh xịn nhận lich Cô Tô. thông thạo tuyến điểm. rất mong được hợp tác với chị ạ. :)),positive
2789,Gì thì gì chứ ko bỏ ra trên 5 triệu mua mấy thứ này thương hiệu China.,negative
2790,"Bản mới này ngon, ngon nhất là cái Skype Universal, sáng nay có cập nhật nhìn đẹp hơn và nhanh hơn khá nhiều. Có thể tạm thay cái Skype cổ lỗ sỉ kia rồi",mix
2791,"phải mình thì mình sẽ nói, e ko dùng loại lởm này, mua Kotex pro đi a",mix
2792,Biển Cô Tô các bác ơi,neutral
2793,Nếu vừa sạc vừa nghe nhạc thì cũng k nguy hiểm lắm.nguy hiểm nhất là vừa sạc vừa chơi game nặng hay dùng 3g YouTube các kiểu,neutral
2794,Phạm Hương Trà Hoa Móng Rồng Đỏ :)) triển đi kìa,neutral
2795,Cận cảnh Exciter 150 Phiên bản Ánh Tím đặc biệt ngoài thực tế ☀ ☀,neutral
2796,Mình cần biết giá xe SH Mode sớm nhất có thể 0905412958,neutral
2797,VPBank làm ăn lừa đảo quá.cho vay nặng lải nửa.tôi vay 35tr tính lải lẩn vốn gần 57tr trả 24th..ôi trời ngân hàng gì cho vay giống ngoài chợ quá.nhân viên nói chuyen như mấy bà bán cá vậy.vay một lần tởn tới già.,negative
2798,Honda Việt Thái Quân ui cho hỏi Xe Visson màu đỏ-đen có chữ màu đỏ gia bao nhiêu zậy? Xe SH Mode màu xanh giá bao nhiêu zậy?,neutral
